pitch_id,pitcher_id,pitcher_side,pitch_type,pitch_initial_speed_a,break_x_a,break_z_a,pitch_initial_speed_b,spinrate_b,break_x_b,break_z_b
395,15865,R,Fastball,89.2,-12.6,3.91,,,,
396,15865,R,Curveball,77.8,3.66,-4.44,,,,
397,15865,R,Changeup,82.4,-10.13,5.41,,,,
398,15865,R,Fastball,91,-4.39,9.81,,,,
399,15865,R,Fastball,91.4,-2.89,8.54,,,,
400,15865,R,Slider,82.8,1.94,-1.11,,,,
401,15865,R,,84.9,0.6,4.18,,,,
402,15865,R,,85,1.16,1.22,,,,
403,15865,R,,75,4.62,-4.65,,,,
404,15865,R,,81,2.75,-1.93,,,,
405,15865,R,,82.9,0.25,-1.47,,,,
406,15865,R,,90.9,-8.89,3.2,,,,
407,15865,R,,82.7,2.07,-1.33,,,,
408,15865,R,,82.5,3.38,-4.11,,,,
409,15865,R,,91.8,-8.11,3.45,,,,
410,15865,R,,91.4,-10.42,3.95,,,,
411,15865,R,,82.5,-0.28,2.39,,,,
412,15865,R,,82.2,1.79,-2.69,,,,
413,15865,R,,90.1,-5.49,1.91,,,,
414,15865,R,,89.8,-5.4,8.62,,,,
415,15865,R,,83.3,1.35,1.7,,,,
416,15865,R,,81.7,-6.64,4.48,,,,
417,15865,R,,75.9,3.35,-4.52,,,,
418,15865,R,,84.2,1.31,-1.4,,,,
419,15865,R,,89.8,-9.37,1.84,,,,
420,15865,R,,90.4,-9.97,1.46,,,,
421,15865,R,,82.3,3.27,-0.78,,,,
422,15865,R,,91.1,-10.14,3.93,,,,
423,15865,R,,91.3,-11.89,4.4,,,,
424,15865,R,,91.7,-10.17,3.58,,,,
425,15865,R,,79,3.75,-0.56,,,,
426,15865,R,,82.1,-11.13,4.48,,,,
427,15865,R,,76.9,4.19,-6.23,,,,
428,15865,R,,90.6,-10.57,4.72,,,,
429,15865,R,,91.5,-8.17,2.31,,,,
430,15865,R,,83.9,1.04,0.82,,,,
431,15865,R,,92.1,-6.21,9.91,,,,
432,15865,R,,91.7,-6.36,7.54,,,,
433,15865,R,,81.5,0.22,1.69,,,,
434,15865,R,,89.8,-10.73,5.69,,,,
435,15865,R,,90.8,-11.74,6.56,,,,
436,15865,R,,83.7,0.99,0.56,,,,
437,15865,R,,77.7,7.04,-4.85,,,,
438,15865,R,,85,1.23,-0.91,,,,
439,15865,R,,82.9,-0.03,1.85,,,,
440,15865,R,,82.2,1.52,0.8,,,,
441,15865,R,,90.8,-10.13,6.96,,,,
442,15865,R,,90.8,-9.59,4.25,,,,
443,15865,R,,90,-9.17,4.37,,,,
444,15865,R,,83.7,2.39,2.48,,,,
445,15865,R,,88.5,-10.75,2.86,,,,
446,15865,R,,90,-8.8,4.92,,,,
447,15865,R,,90,-10.2,7.61,,,,
448,15865,R,,80.5,-1.28,1.16,,,,
449,15865,R,,89.3,-3.08,7.45,,,,
450,15865,R,,90.7,-6.11,7.32,,,,
451,15865,R,,,,,92.513,2254.16,16.8628,-18.6579
452,15865,R,,,,,85.4431,,-3.31916,-36.2185
453,15865,R,,,,,93.1354,2307.84,8.22619,-19.82
454,15865,R,,,,,92.1324,2257.92,11.1795,-20.5573
455,15865,R,,,,,93.0617,2327.81,15.1349,-20.2942
456,15865,R,,,,,83.5765,2244.79,-2.2762,-41.9836
457,15865,R,,,,,92.2085,2284.58,13.3249,-19.4827
458,15865,R,,,,,91.9153,2237.26,12.5887,-23.561
459,15865,R,,,,,92.0345,2262.63,7.24932,-19.3987
460,15865,R,,,,,92.4514,2110.72,9.59146,-20.4877
461,15865,R,,,,,91.3778,2214.25,5.36816,-15.5668
462,15865,R,,,,,91.6576,2215.88,12.0609,-24.3729
463,15865,R,,,,,92.6631,2194.62,7.13025,-16.7596
464,15865,R,,,,,90.9158,2167.56,12.8419,-24.6818
465,15865,R,,,,,91.201,2235.3,7.82417,-19.9239
466,15865,R,,,,,82.094,2230.07,-7.10165,-40.6624
467,15865,R,,,,,92.4697,2273.71,9.51643,-15.619
468,15865,R,,,,,94.0116,2315.79,6.15033,-17.5359
469,15865,R,,,,,82.3127,2406.08,-10.3471,-34.042
470,15865,R,,,,,82.4243,513.82,-6.95914,-39.2759
471,15865,R,,,,,92.664,2393.26,16.6659,-23.966
472,15865,R,,,,,93.5387,2239.04,-0.27953,-16.9371
473,15865,R,,,,,90.9057,2284.65,13.2326,-23.594
474,15865,R,,,,,91.5711,2326.04,12.8431,-22.0303
475,15865,R,,,,,94.0319,2360.53,1.74976,-14.8958
476,15865,R,,,,,90.7626,2209.35,5.72013,-18.6056
477,15865,R,,,,,91.6584,2309.15,17.979,-21.9324
478,15865,R,,,,,90.8646,2257.18,12.9206,-20.0088
479,15865,R,,,,,82.559,,-7.68228,-42.4244
480,15865,R,,,,,82.1092,2321.02,-14.3207,-39.3942
481,15865,R,,,,,91.7986,2168.12,11.3826,-18.1223
482,15865,R,,,,,92.8821,2218.09,10.3558,-16.9132
483,15865,R,,,,,93.1675,2256.91,6.64245,-18.8855
484,15865,R,,,,,94.572,2199.12,7.74123,-14.4938
485,15865,R,,,,,84.5657,541.598,-3.34707,-35.3972
486,15865,R,,,,,92.1392,2239.56,7.54845,-16.8593
487,15865,R,,,,,76.8224,2260.62,-6.74222,-54.6247
488,15865,R,,,,,91.713,2251.32,12.8307,-23.5037
489,15865,R,,,,,92.3573,2194.51,6.48938,-19.6306
490,15865,R,,,,,92.1364,1137.34,11.4371,-22.0677
491,15865,R,,,,,94.6064,2176.18,7.42315,-14.2645
492,15865,R,,,,,93.1107,2261.01,6.40833,-14.6076
493,15865,R,,,,,91.447,2335.96,7.94251,-15.1623
494,15865,R,,,,,92.1981,2346.78,7.76554,-16.4681
495,15865,R,,,,,83.6837,,-5.92948,-42.932
496,15865,R,,,,,84.1321,907.654,-7.52575,-41.139
497,15865,R,,,,,92.0329,2383.9,4.56169,-15.3031
498,15865,R,,,,,91.9687,2326.9,10.8303,-17.6757
499,15865,R,,,,,93.0618,2382.32,3.84227,-15.7246
500,15865,R,,,,,92.9558,2395.61,18.3112,-23.8468
1,16401,R,Fastball,90,-2.04,9.34,90.5943,2325.55,1.85898,-12.144
2,16401,R,Fastball,92.1,-3.73,9.89,92.5645,2342.64,4.68525,-10.9895
3,16401,R,Slider,85.5,2.3,-1.15,85.8719,,-5.50083,-33.033
4,16401,R,Slider,85.4,3.11,-0.08,85.9088,,-5.83852,-34.1384
5,16401,R,Slider,86.4,3.51,1.51,87.1222,2387.46,-7.21956,-29.2583
6,16401,R,Fastball,92.6,-5.45,6.39,92.6159,2334.75,9.8103,-26.1495
7,16401,R,Fastball,91.3,-1.34,11.4,91.6039,2253.38,3.5839,-15.3244
8,16401,R,Fastball,90.9,1.14,9.03,91.4973,2391.47,-2.81848,-12.5112
9,16401,R,Fastball,92.5,-1.5,11.5,93.117,2359.11,2.55914,-10.8891
10,16401,R,Changeup,88.5,-8.58,3.74,88.7673,1529.1,13.4403,-31.1493
11,16401,R,Changeup,89,-5.92,2.87,89.195,1865.05,10.8498,-32.892
12,16401,R,Fastball,92.7,0.33,11.13,92.943,2431.79,0.922152,-14.9937
13,16401,R,Changeup,89.4,-6.74,0.91,89.7407,1793.93,8.97229,-38.0597
14,16401,R,Fastball,91.9,2.15,12.43,92.3984,2361.01,-3.13797,-11.4072
15,16401,R,Fastball,91.7,3.87,12.86,92.283,2358.51,-4.88447,-9.52112
16,16401,R,Fastball,91.6,2.03,10.98,92.1219,2351.2,-5.09232,-11.734
17,16401,R,Changeup,88.5,-10.17,-0.91,89.0259,1724.14,16.146,-33.0215
18,16401,R,Fastball,92.5,-0.08,11.31,93.2402,2465.85,-0.61482,-8.74769
19,16401,R,Slider,88.1,1.41,0.9,88.1107,2514.65,-6.28382,-39.4263
20,16401,R,Fastball,92.2,-1.04,12.39,92.7826,2441.1,2.20213,-10.1178
21,16401,R,Fastball,92.3,-9.37,7.13,92.6103,2407.32,12.6694,-21.5432
22,16401,R,Fastball,91.1,-3.1,7.16,91.6968,2423.52,5.73925,-16.5845
23,16401,R,Fastball,91.6,-2.41,10.14,91.9304,2347.98,0.983512,-14.2486
24,16401,R,Fastball,91.6,-4.5,11.12,91.9158,2331.71,3.87559,-14.8204
25,16401,R,Slider,87.8,5,2.2,88.0573,2460.55,-7.37041,-37.6144
26,16401,R,Slider,86.7,5.37,1.6,87.1913,2450.08,-11.6586,-33.629
27,16401,R,Changeup,85.4,-5.77,-0.41,85.8074,1719.69,14.506,-38.7545
28,16401,R,Changeup,87.1,-3.88,1.05,87.7936,1732.88,8.70865,-28.2588
29,16401,R,Fastball,90.7,-1.95,9.9,91.0855,2447.78,1.47798,-14.0433
30,16401,R,Fastball,91.1,-2.49,10.92,91.5678,2426.13,1.58299,-9.55648
31,16401,R,Changeup,87.5,-6.78,1.97,87.875,1738.77,10.7098,-30.3844
32,16401,R,Fastball,90.6,-0.05,12.4,91.001,2407.32,1.327,-13.2553
33,16401,R,Changeup,86,-6.67,1.84,86.5224,1667.38,13.4855,-32.3169
34,16401,R,Fastball,91.5,-2.1,8.31,91.836,2520.46,3.64214,-14.8493
35,16401,R,Changeup,86.9,-5.26,1.54,87.6495,1820.43,11.472,-20.9633
36,16401,R,Fastball,91.3,-6.46,7.01,91.7909,2483.64,12.9542,-21.3657
37,16401,R,Changeup,88.7,-5.56,0.18,88.9911,1930.85,9.40315,-36.1039
38,16401,R,Fastball,91.3,-1.06,11.83,91.9768,2547.21,-1.01656,-12.421
39,16401,R,Fastball,90.3,-6.32,8.18,90.6936,2452.12,9.89105,-15.8197
40,16401,R,Fastball,90.7,-5.49,7.6,91.0763,2443.51,9.95315,-16.3474
41,16401,R,Slider,83,4.36,-2.45,83.2599,2399.78,-9.3915,-43.7457
42,16401,R,Fastball,89.7,-5.45,7.84,90.0867,2406.31,10.7298,-20.5518
43,16401,R,Changeup,87.6,-7.31,-0.17,88.0873,1598.19,4.51347,-34.7496
44,16401,R,Curveball,72.6,5.04,-10.15,72.9846,2451.64,-10.0217,-66.1863
45,16401,R,Fastball,90.4,-4.25,6.33,90.76,2388.28,8.28224,-19.6693
46,16401,R,Fastball,91.6,-2.74,10.85,91.9784,2437.7,3.36588,-12.9244
47,16401,R,Slider,86.4,2.22,2.43,86.9848,,-7.75999,-29.3384
48,16401,R,Slider,85.7,5.43,0.8,86.0425,2459.64,-8.8926,-35.7201
49,16401,R,Fastball,91.5,-7.18,7.14,91.7539,2430.82,11.3502,-18.3085
50,16401,R,Changeup,88.9,-7.56,0.63,88.9372,1858.7,13.6729,-35.8683
51,16401,R,Slider,84.1,5.28,-0.52,84.9526,2441.05,-9.3074,-34.2883
52,16401,R,Fastball,91.5,-8.19,6.71,92.1144,2464.46,13.1887,-16.8429
53,16401,R,Fastball,90.3,-2.06,9.44,90.2467,2381.28,3.37232,-22.0432
54,16401,R,Fastball,89.8,-1.98,9.61,90.7503,2352.63,1.056,-5.6408
55,16401,R,Fastball,89.9,-3.75,7.47,90.6249,2427.38,5.31818,-14.6192
56,16401,R,Fastball,90.1,-0.78,10.55,90.4659,2359.05,-1.8684,-12.8589
57,16401,R,Slider,85,2.98,0.88,84.8839,851.165,-7.61462,-44.7861
58,16401,R,Slider,85.7,3.03,-0.4,85.7946,2464.25,-7.00789,-43.7064
59,16401,R,Slider,85.9,4.47,0.98,86.141,2394.59,-9.8182,-38.1511
60,16401,R,Fastball,90,-0.93,10.69,90.609,2377.32,1.14833,-15.9141
61,16401,R,Fastball,89.9,-4.39,7.54,89.7946,2362.86,5.04448,-21.2155
62,16401,R,Changeup,87.2,-6.99,3.01,87.5856,1545.54,10.2015,-33.6149
63,16401,R,Changeup,87.3,-6.32,0.82,88.0184,1694.07,10.8694,-31.6721
64,16401,R,Changeup,88.2,-7.23,1.86,88.4146,1693.4,10.5047,-36.4894
65,16401,R,Fastball,90.3,-1.89,10.69,90.7816,2296.73,3.15439,-10.2789
66,16401,R,Changeup,87.5,-5.6,0.3,87.7199,1655.57,7.29381,-37.9904
67,16401,R,Fastball,89.8,-7.34,7.04,90.3333,2282.63,15.8119,-13.781
68,16401,R,Slider,85,2.7,1.79,85.5505,2307.11,-6.50184,-32.0631
69,16401,R,Fastball,90.5,-6.3,7.8,90.8461,2271.05,10.6048,-24.6822
70,16401,R,Slider,86.3,1.83,0.85,86.6111,2448.64,-4.89268,-30.7345
71,16401,R,Fastball,89.9,-1.06,8.84,89.5874,2370.36,1.79676,-28.3659
72,16401,R,Fastball,89,0.17,8.09,89.6978,2307.36,0.29752,-17.1784
73,16401,R,Curveball,72.1,7.64,-9.8,72.6547,2401.42,-11.9894,-69.4939
74,16401,R,Fastball,89.7,-1.38,11.84,90.5482,2397.62,5.01656,-6.90616
75,16401,R,Fastball,89.7,-1.55,9.82,90.2271,2356.85,3.49687,-15.3888
76,16401,R,Fastball,89.5,-1.37,8.78,89.9403,2279.3,2.3569,-17.8407
77,16401,R,Changeup,86.6,-6.64,3.57,87.0533,1690.93,8.91419,-28.8106
78,16401,R,Fastball,90.3,-2.56,10.09,90.8169,2454.26,1.61828,-13.002
79,16401,R,Fastball,90.2,-1.85,10.09,90.7368,2377,3.47827,-12.3151
80,16401,R,Slider,83.9,4.29,2.04,83.8692,2246.21,-9.783,-45.3858
81,16401,R,Slider,85.6,3.96,1.86,85.9229,2440.09,-8.5962,-33.9795
82,16401,R,Curveball,71.9,5.5,-9.77,72.3016,2329.99,-8.38439,-70.8467
83,16401,R,Fastball,89.5,-1.45,10.61,90.0024,2333.88,4.2612,-14.4817
84,16401,R,Slider,85.4,5.02,0.33,85.8921,670.671,-11.3265,-32.8321
85,16401,R,Fastball,90.5,-8.01,7.31,90.9119,2421.9,10.8988,-17.9556
86,16401,R,Fastball,90.9,-8.74,6.69,91.4574,2390.21,14.3866,-16.6244
87,16401,R,Slider,86.5,3.46,3.78,86.6918,2558.22,-8.23747,-29.7793
88,16401,R,Slider,86.1,4,1.85,86.1307,,-11.0601,-36.6446
89,16401,R,Slider,85.4,5.82,-0.16,85.7776,2608.34,-12.2271,-32.9841
90,16401,R,Fastball,90.7,1.96,10.18,91.0443,2543.27,-2.95367,-16.4724
91,16401,R,Fastball,90.8,-5.31,7.75,91.2331,2525.39,6.88414,-17.2602
92,16401,R,Fastball,90,0.13,10.73,90.5089,2403.56,2.04642,-13.4622
93,16401,R,Fastball,90.9,-1.97,11.53,91.4816,2422.13,2.07722,-10.4128
94,16401,R,Fastball,91.2,-0.59,13.1,91.6999,2556.12,-0.3383,-6.86773
95,16401,R,Fastball,90.3,-2.58,8.68,91.2333,2242,7.55958,-15.164
96,16401,R,Changeup,87.2,-7.59,4.07,87.9281,1863.67,17.6834,-29.4404
97,16401,R,Fastball,91.3,-3.95,8.93,92.0869,2244.67,12.5439,-18.6809
98,16401,R,Slider,85.6,2.93,2.1,86.3303,2396.34,-7.22853,-29.3507
99,16401,R,Slider,85.2,1.57,0.71,86.1411,1189.97,0.14387,-33.2209
100,16401,R,Fastball,87.8,-1.8,9.57,88.7957,2219.95,5.53536,-17.351
101,16401,R,Fastball,90.7,-1.91,10.19,,,,
102,16401,R,Changeup,87.2,-8.1,1.7,,,,
103,16401,R,Fastball,90.9,-6.32,9.36,,,,
104,16401,R,Changeup,87.8,-8.41,2.13,,,,
105,16401,R,Changeup,87.8,-7.74,1.53,,,,
106,16401,R,Fastball,92,-4.53,9.51,,,,
107,16401,R,Changeup,87.4,-8.45,2.55,,,,
108,16401,R,Changeup,87.8,-6.17,2.42,,,,
109,16401,R,Fastball,91.9,-1.4,10.9,,,,
110,16401,R,Changeup,88.6,-9.66,2.2,,,,
111,16401,R,Curveball,73.6,4.6,-7.44,,,,
112,16401,R,Changeup,85.8,-8.27,1.37,,,,
113,16401,R,Fastball,91.2,-2.88,9.83,,,,
114,16401,R,Fastball,91.7,-3.53,9.57,,,,
115,16401,R,Fastball,90.4,-3.59,8.26,,,,
116,16401,R,Fastball,91.5,-5.9,9.78,,,,
117,16401,R,Changeup,86.9,-9.04,3.51,,,,
118,16401,R,Changeup,87.5,-8.67,2.99,,,,
119,16401,R,Fastball,91.7,-4.21,11.46,,,,
120,16401,R,Fastball,90.9,-3.23,10.55,,,,
121,16401,R,Slider,87.2,3.42,2.57,,,,
122,16401,R,Slider,84.7,3.75,1.19,,,,
123,16401,R,Fastball,90.2,-3.16,9.84,,,,
124,16401,R,Fastball,90.3,-3.44,9.16,,,,
125,16401,R,Fastball,90.9,-2.4,8.46,,,,
126,16401,R,Changeup,87.4,-8.8,2.8,,,,
127,16401,R,Fastball,92.8,-2.5,10.29,,,,
128,16401,R,Fastball,88.8,-1.27,9.39,,,,
129,16401,R,Fastball,89.5,-2.37,8.33,,,,
130,16401,R,Changeup,80.4,-5.95,8.51,,,,
131,16401,R,Fastball,90,-2.69,8.88,,,,
132,16401,R,Changeup,87.3,-9.68,2.42,,,,
133,16401,R,Slider,86.9,3.71,1.89,,,,
134,16401,R,Changeup,87.3,-7.13,1.57,,,,
135,16401,R,Changeup,87.7,-8.19,2.57,,,,
136,16401,R,Fastball,90.9,-3.7,8.18,,,,
137,16401,R,Fastball,92,-3.48,10.33,,,,
138,16401,R,Changeup,88.2,-7.19,2.73,,,,
139,16401,R,Fastball,90.3,-3.41,9.14,,,,
140,16401,R,Slider,84.1,3.23,1.42,,,,
141,16401,R,Slider,84.5,2.5,2.69,,,,
142,16401,R,Fastball,91,-4.19,9.96,,,,
143,16401,R,Changeup,86.7,-9.02,0.97,,,,
144,16401,R,Fastball,91,-4.08,8.74,,,,
145,16401,R,Fastball,89.3,-3.72,8.46,,,,
146,16401,R,Fastball,89.1,-6.57,5.78,,,,
147,16401,R,Slider,84.5,4.18,1.03,,,,
148,16401,R,Changeup,87.4,-10.07,1.28,,,,
149,16401,R,Slider,85.2,2.67,3.05,,,,
150,16401,R,Fastball,91.1,-5.66,9.2,,,,
151,16401,R,Changeup,87.3,-9.31,2.86,,,,
152,16401,R,Changeup,87.2,-8.34,0.57,,,,
153,16401,R,Changeup,87.7,-8.39,1.61,,,,
154,16401,R,Fastball,91.4,-2.7,10.22,,,,
155,16401,R,Changeup,88.2,-11.05,3.02,,,,
156,16401,R,Slider,87.6,0.22,3.36,,,,
157,16401,R,Slider,87.1,1.55,3,,,,
158,16401,R,Changeup,88.1,-9.28,2.34,,,,
159,16401,R,Slider,87.3,2.54,3.66,,,,
160,16401,R,Slider,86.1,2.1,2.53,,,,
161,16401,R,Fastball,91.2,-7.65,5.27,,,,
162,16401,R,Changeup,88.2,-7.71,0.64,,,,
163,16401,R,Slider,87.1,4.51,1.57,,,,
164,16401,R,Fastball,89.6,-0.34,11.17,,,,
165,16401,R,Curveball,73.2,4.67,-9.29,,,,
166,16401,R,Changeup,86.7,-5.94,1.01,,,,
167,16401,R,Fastball,91.2,-3.72,6.21,,,,
168,16401,R,Slider,83.1,2.67,-0.22,,,,
169,16401,R,Curveball,77.7,4.08,-7.35,,,,
170,16401,R,Fastball,90,-2.24,10.07,,,,
171,16401,R,Curveball,76.6,5.98,-6.64,,,,
172,16401,R,Fastball,90.8,-1.79,9.25,,,,
173,16401,R,Curveball,73.8,6.8,-7.54,,,,
174,16401,R,Changeup,86,-6.75,0.52,,,,
175,16401,R,Fastball,90.5,-3.13,7.63,,,,
176,16401,R,Changeup,85.9,-5.37,-0.3,,,,
177,16401,R,Fastball,91.2,-0.95,8.56,,,,
178,16401,R,Fastball,90,0.03,9.58,,,,
179,16401,R,Changeup,86.7,-6.27,2.07,,,,
180,16401,R,Fastball,91.4,-5.37,5.28,,,,
181,16401,R,Changeup,88,-5.18,2.48,,,,
182,16401,R,Changeup,88,-5.54,2.29,,,,
183,16401,R,Fastball,91.2,0.19,10.58,,,,
184,16401,R,Changeup,89.4,-8.66,4.31,,,,
185,16401,R,Fastball,89.4,-3.08,9.53,,,,
186,16401,R,Curveball,74.1,3.42,-6.46,,,,
187,16401,R,Curveball,68,3.34,-6.58,,,,
188,16401,R,Fastball,89.1,-2.9,7.73,,,,
189,16401,R,Fastball,88.7,-2.35,8.48,,,,
190,16401,R,Fastball,87.3,-5.74,13.23,,,,
191,16401,R,Fastball,88.3,-4.08,9.25,,,,
192,16401,R,Fastball,89,-1.18,10.15,,,,
193,16401,R,Slider,86.4,0.57,3.36,,,,
194,16401,R,Slider,84.9,1.58,1.59,,,,
195,16401,R,Fastball,90.5,-4.41,8.12,,,,
196,16401,R,Fastball,90.4,-3.44,8.61,,,,
197,16401,R,Fastball,90.9,-2.55,8.53,,,,
198,16401,R,Fastball,90.8,-3.12,7.13,,,,
199,16401,R,Fastball,90,-3.16,8.32,,,,
200,16401,R,Changeup,86.5,-5.88,1.1,,,,
201,16401,R,Slider,,,,88.3848,2489.69,-3.85994,-27.151
202,16401,R,Slider,,,,88.7351,2492.48,-4.75307,-26.9525
203,16401,R,Fastball,,,,91.2345,2477.14,5.67158,-17.5701
204,16401,R,Fastball,,,,90.7003,2397.27,5.5613,-17.9804
205,16401,R,Slider,,,,88.8406,2574.51,-5.30183,-27.6043
206,16401,R,Fastball,,,,92.8536,2535.82,3.94129,-11.8173
207,16401,R,Changeup,,,,88.1391,1985.32,11.7629,-32.0774
208,16401,R,Fastball,,,,89.2226,2322.73,11.4037,-21.2567
209,16401,R,Changeup,,,,87.0238,1761.52,7.11479,-25.6085
210,16401,R,Changeup,,,,86.9692,1784.03,10.748,-30.3807
211,16401,R,Changeup,,,,87.0331,1773.59,15.1514,-42.6749
212,16401,R,Fastball,,,,90.5712,2368.57,2.79051,-11.9729
213,16401,R,Changeup,,,,87.0965,1712.12,14.8454,-30.6289
214,16401,R,Fastball,,,,91.0941,2425,5.91812,-12.9543
215,16401,R,Fastball,,,,91.0577,2373.69,,
216,16401,R,Fastball,,,,91.0702,2374.2,14.8723,-23.1588
217,16401,R,Fastball,,,,90.7752,2333.5,6.56922,-15.9302
218,16401,R,Fastball,,,,89.9519,2478.88,13.4892,-23.9259
219,16401,R,Fastball,,,,89.4961,2425.21,4.76808,-27.5097
220,16401,R,Fastball,,,,90.8145,2415.91,5.0837,-13.6508
221,16401,R,Fastball,,,,90.895,2445.75,3.98496,-23.6061
222,16401,R,Fastball,,,,92.0504,2475.79,-1.08681,-11.1144
223,16401,R,Fastball,,,,91.4599,2411.64,4.1528,-13.0267
224,16401,R,Fastball,,,,88.6519,2280.01,5.15149,-14.7425
225,16401,R,Slider,,,,85.3694,2318.4,-3.28799,-29.1704
226,16401,R,Curveball,,,,73.3371,2501.03,-8.2938,-62.0028
227,16401,R,Changeup,,,,84.6718,1682.1,10.6726,-31.5759
228,16401,R,Changeup,,,,86.2436,1821.24,13.8106,-34.7646
229,16401,R,Fastball,,,,89.0491,2387.96,3.72168,-20.8977
230,16401,R,Fastball,,,,90.7441,2398.28,4.6771,-20.7923
231,16401,R,Fastball,,,,90.2281,2376.28,3.36145,-14.595
232,16401,R,Fastball,,,,90.7598,2324.14,8.26477,-13.0652
233,16401,R,Fastball,,,,90.4625,2367.03,6.0285,-19.2033
234,16401,R,Changeup,,,,86.6115,1930.83,9.15009,-44.3908
235,16401,R,Changeup,,,,87.59,1881.57,13.4589,-29.5107
236,16401,R,Fastball,,,,90.8421,2355.24,8.51439,-10.9832
237,16401,R,Fastball,,,,90.4,2364.54,3.45328,-13.617
238,16401,R,Changeup,,,,86.8661,2043.41,7.88854,-31.4387
239,16401,R,Changeup,,,,88.1218,1928.94,10.8973,-31.7703
240,16401,R,Changeup,,,,88.1286,2005.58,16.0015,-31.6558
241,16401,R,Curveball,,,,74.1939,2565.86,-6.10901,-65.0167
242,16401,R,Changeup,,,,86.7193,1896.92,13.3452,-31.1975
243,16401,R,Fastball,,,,90.3854,2412.26,6.25009,-18.603
244,16401,R,Fastball,,,,91.2265,2405.07,6.77422,-12.438
245,16401,R,Changeup,,,,87.3737,1979.48,13.991,-28.0365
246,16401,R,Changeup,,,,87.9199,1881.53,9.6986,-30.249
247,16401,R,Slider,,,,87.4205,2337.92,-6.0054,-26.606
248,16401,R,Changeup,,,,88.443,1873.47,9.71564,-27.528
249,16401,R,Changeup,,,,87.589,1808.9,13.1327,-31.3205
250,16401,R,Fastball,,,,90.5215,2455.27,5.11993,-13.5097
251,16401,R,Fastball,,,,90.8873,2501.12,3.74189,-13.1551
252,16401,R,Slider,,,,86.8641,2612.64,-4.51253,-32.8071
253,16401,R,Fastball,,,,91.4566,2517.19,2.29506,-11.0057
254,16401,R,Fastball,,,,91.5698,1925.18,1.94204,-15.3302
255,16401,R,Changeup,,,,87.9915,1895.57,8.3274,-29.1558
256,16401,R,Fastball,,,,90.4775,2475.99,-0.35259,-17.3629
257,16401,R,Fastball,,,,89.5057,2332.15,2.69157,-14.8914
258,16401,R,Slider,,,,85.6464,2367.98,-7.7746,-29.8146
259,16401,R,Fastball,,,,90.1799,2373.84,5.66165,-15.3789
260,16401,R,Slider,,,,85.8746,2387.42,-5.44375,-29.5675
261,16401,R,Slider,,,,85.7785,2461.57,-6.882,-33.9069
262,16401,R,Fastball,,,,90.5012,2525.04,5.20248,-11.8983
263,16401,R,Fastball,,,,90.6869,2417.83,2.66571,-8.63338
264,16401,R,Curveball,,,,73.54,2615.43,-6.94264,-68.8173
265,16401,R,Changeup,,,,86.519,1755.45,9.67188,-34.3544
266,16401,R,Fastball,,,,90.0216,2357.61,4.65796,-9.38666
267,16401,R,Fastball,,,,90.5126,2398.17,4.10423,-18.6133
268,16401,R,Changeup,,,,87.0141,1643.8,10.3063,-31.6319
269,16401,R,Curveball,,,,73.9465,2556.8,-6.43003,-67.5351
270,16401,R,Fastball,,,,90.9127,2520.4,0.85977,-13.5061
271,16401,R,Curveball,,,,71.0176,2413.27,-9.3881,-69.0119
272,16401,R,Fastball,,,,90.2105,2477.43,11.9208,-15.8892
273,16401,R,Changeup,,,,87.3335,1870.77,12.5671,-32.7781
274,16401,R,Fastball,,,,90.663,2348.97,2.35677,-21.4204
275,16401,R,Curveball,,,,74.8877,2506.26,-3.75379,-62.6899
276,16401,R,Fastball,,,,90.5888,2379.43,8.0205,-11.6959
277,16401,R,Fastball,,,,89.5566,2370.76,4.72214,-15.1423
278,16401,R,Fastball,,,,89.6125,2336.65,2.78744,-15.3406
279,16401,R,Fastball,,,,88.8156,2393.94,13.246,-28.3821
280,16401,R,Changeup,,,,87.2071,1696.46,11.1404,-35.287
281,16401,R,Changeup,,,,87.542,1817.33,8.51205,-28.1107
282,16401,R,Changeup,,,,86.8196,1954.85,13.4571,-35.3193
283,16401,R,Fastball,,,,91.5086,2452.06,12.5216,-14.4073
284,16401,R,Changeup,,,,86.1172,1846.03,12.8985,-25.0341
285,16401,R,Changeup,,,,87.5807,1877.39,13.2363,-41.4156
286,16401,R,Fastball,,,,90.7716,2443.85,3.09526,-11.4242
287,16401,R,Fastball,,,,91.0944,2425.42,3.65777,-9.94581
288,16401,R,Fastball,,,,91.7026,2511.51,-0.13181,-15.4063
289,16401,R,Curveball,,,,68.8884,2506.48,-9.005,-75.5
290,16401,R,Fastball,,,,92.1311,2575.5,2.08192,-21.7309
291,16401,R,Fastball,,,,92.2153,2575.51,0.12518,-9.16814
292,16401,R,Slider,,,,86.8916,2576.03,-7.7126,-32.1262
293,16401,R,Fastball,,,,91.359,2532.29,2.3787,-2.88618
294,16401,R,Fastball,,,,91.1155,2506.82,0.51687,-13.0946
295,16401,R,Slider,,,,87.8166,1300.31,-10.4714,-27.4018
296,16401,R,Fastball,,,,90.4251,2494.82,3.53535,-20.9049
297,16401,R,Fastball,,,,90.1121,2393.1,2.91653,-19.6663
298,16401,R,Slider,,,,86.2609,2387.9,-4.04018,-27.5193
299,16401,R,Fastball,,,,92.5004,2349.51,0.94065,-13.6382
300,16401,R,Slider,,,,87.6563,2356.1,-7.27013,-31.7905
